name	arabicName	scientificName	price	imageUrl	categoryName	company	route
ATENO-C 100/25MG 20 TAB.	أتينو-ك 100/	ATENOLOL+CHLORTHALIDONE	36.0		BETA BLOCKER AND THIAZIDE DIURETICS	EIPICO	ORAL.SOLID
ATENO-C 50/25MG 20 TAB.	أتينو-ك 50/	ATENOLOL+CHLORTHALIDONE	30.0		BETA BLOCKER AND THIAZIDE DIURETICS	EIPICO	ORAL.SOLID
ATENOLOL 100MG 20 TAB.B.P.2000	أتينولول .ب.ب.2000	ATENOLOL	9.75		ANTI-HYPERTENSIVE.BETA BLOCKER.SELECTIVE B1	JEDCO INT. CO. FOR PHARMACEUTICALS	ORAL.SOLID
ATENOLOL 50MG 20 TAB. BP 2000	أتينولول . بب 2000	ATENOLOL	6.25		ANTI-HYPERTENSIVE.BETA BLOCKER.SELECTIVE B1	JEDCO INT. CO. FOR PHARMACEUTICALS	ORAL.SOLID
ATENORETIC 30 CAPS.	أتينوريتيك	AMILORIDE+ATENOLOL+HYDROCHLOROTHIAZIDE	78.0		DIURETICS.POTASSIUM SPARING AND THIAZIDE COMBINED WITH BETA BLOCKER	SIGMA > QUEEN PHARMA	ORAL.SOLID
ATIMOS 12MCG/DOSE AEROSOL 100 DOSES	أتيموس /دوسي أيروسول 100 دوسيس	FORMOTEROL FUMARATE	157.5		BRONCHODILATOR.LONG ACTING BETA 2 AGONIST	CHIESI ITALY > PHARMA OVER SEAS	SPRAY
ATLABACILLUS ORAL DROPS 15 ML	أتلاباسيللوس أورال	LACTOBACILLUS RHAMNOSUS	135.0		PROBIOTICS	COPAD > ATLAS PHARMA	ORAL.LIQUID
ATLACARE 20 F.C. TABS.	أتلاكاري	CHONDROITIN+GLUCOSAMINE+METHYL SULPHONYL METHANE+COLLAGEN	220.0		ANTI-RHEUMATIC.OSTEOARTHRITIS.ANABOLIC AGENTS	> ATLAS PHARMA	ORAL.SOLID
ATMBILAST 20 MG 30 TABS.	أتمبيلاست	BILASTINE	70.0		ANTI-HISTAMINE.SECOND-GENERATION	EGPI > ATM PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
ATMECIPIA 10 MG 20 F.C.TABS.	أتميسيبيا	ESCITALOPRAM	120.0		PSYCHIATRIC.ANTIDEPRESSANTS	MEMPHIS > ATM PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
ATMIPRAZOLE 20 MG 20 CAPS.	أتميبرازولي	ESOMEPRAZOLE	75.0		PEPTIC ULCER.PROTON PUMP INHIBITOR	ATCO PHARMA > ATM PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
ATMIPRAZOLE 40 MG 20 CAPS.	أتميبرازولي	ESOMEPRAZOLE	168.0		PEPTIC ULCER.PROTON PUMP INHIBITOR	ATCO PHARMA > ATM PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
ATMOSALAZINE 500 MG 50 EXT. REL. CAPS.	أتموسالازيني 50 إكست. ريل	MESALAZINE(MESALAMINE)(5-ASA)(5-AMINOSALICYLIC ACID)	340.0		ULCERATIVE COLITIS	ATCO PHARMA > ATM PHARMACEUTICAL INDUSTRIES	UNKNOWN
ATOBEGRON XR 50 MG 30 F.C. TABS.	أتوبيجرون كسر	MIRABEGRON	381.0		OVERACTIVE BLADDER	ATCO PHARMA	ORAL.SOLID
ATOMAFUTIX 10 MG 30 CAPS.	أتومافوتيكس	ATOMOXETINE	108.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	FUTURE PHARMACEUTICAL INDUSTRIES (FPI)	ORAL.SOLID
ATOMAFUTIX 25 MG 30 CAPS.	أتومافوتيكس	ATOMOXETINE	201.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	FUTURE PHARMACEUTICAL INDUSTRIES (FPI)	ORAL.SOLID
ATOMAFUTIX 40 MG 30 CAPS.	أتومافوتيكس	ATOMOXETINE	259.5		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	FUTURE PHARMACEUTICAL INDUSTRIES (FPI)	ORAL.SOLID
ATOMAFUTIX 4MG/ML SYRUP 100 ML	أتومافوتيكس /مل	ATOMOXETINE	119.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	FUTURE PHARMACEUTICAL INDUSTRIES (FPI)	ORAL.LIQUID
ATOMETAFLOZINE 12.5/1000MG 30 F.C. TABS.	أتوميتافلوزيني 12.5/	EMPAGLIFLOZIN+METFORMIN	217.5		ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS	ATOS PHARMA	ORAL.SOLID
ATOMETAFLOZINE 12.5/500MG 30 F.C. TABS.	أتوميتافلوزيني 12.5/	EMPAGLIFLOZIN+METFORMIN	196.5		ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS	ATOS PHARMA	ORAL.SOLID
ATOMORELAX 20MG/5ML SYRUP 100 ML	أتوموريلاكس /	ATOMOXETINE	128.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	NAPCO > CLAVITA PHARMA	ORAL.LIQUID
ATOMOXAPEX 10 MG 30 H.G. CAPS.	أتوموكسابيكس 30 ه.ج	ATOMOXETINE	129.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	MULTI-APEX	ORAL.SOLID
ATOMOXAPEX 18 MG 30 H.G. CAPS.	أتوموكسابيكس 30 ه.ج	ATOMOXETINE	171.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	MULTI-APEX	ORAL.SOLID
ATOMOXAPEX 25 MG 30 H.G. CAPS.	أتوموكسابيكس 30 ه.ج	ATOMOXETINE	252.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	MULTI-APEX	ORAL.SOLID
ATOMOXAPEX 40 MG 30 H.G. CAPS.	أتوموكسابيكس 30 ه.ج	ATOMOXETINE	333.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	MULTI-APEX	ORAL.SOLID
ATOMOXAPEX 4MG/ML SYRUP 100 ML	أتوموكسابيكس /مل	ATOMOXETINE	120.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	MULTI-APEX	ORAL.LIQUID
ATOMOXAPEX 60 MG 30 H.G. CAP.	أتوموكسابيكس 30 ه.ج	ATOMOXETINE	414.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	MULTI-APEX	ORAL.SOLID
ATOMOXETINE 10 MG 30 H.G. CAPS.	أتوموكسيتيني 30 ه.ج	ATOMOXETINE	118.5		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	SABAA > SOVALUE PHARMA	ORAL.SOLID
ATOMOXETINE 25MG 10 CAPS.	أتوموكسيتيني	ATOMOXETINE	60.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	SABAA > SOVALUE PHARMA	ORAL.SOLID
ATOMOXETINE 40MG 10 CAPS.	أتوموكسيتيني	ATOMOXETINE	90.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	SABAA > SOVALUE PHARMA	ORAL.SOLID
ATOMOXETINE 60 MG 30 H.G. CAPS.	أتوموكسيتيني 30 ه.ج	ATOMOXETINE	393.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	SABAA > SOVALUE PHARMA	ORAL.SOLID
ATOR 80 MG 10 F.C.TABS.	أتور	ATORVASTATIN	112.0		ANTIHYPERLIPIDEMIC.STATINS	EIPICO	ORAL.SOLID
ATOREZA 10/10MG 28 F.C. TAB.	أتوريزا 10/	ATORVASTATIN+EZETIMIBE	166.0		ANTIHYPERLIPIDEMIC.CHOLESTEROL ABSORPTION INHIBITORS.COMBINED WITH STATIN	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
ATOREZA 20/10MG 21 F.C. TAB.	أتوريزا 20/	ATORVASTATIN+EZETIMIBE	141.0		ANTIHYPERLIPIDEMIC.CHOLESTEROL ABSORPTION INHIBITORS.COMBINED WITH STATIN	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
ATOREZA 40/10MG 28 F.C. TAB.	أتوريزا 40/	ATORVASTATIN+EZETIMIBE	210.0		ANTIHYPERLIPIDEMIC.CHOLESTEROL ABSORPTION INHIBITORS.COMBINED WITH STATIN	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
ATOREZA 80/10MG 28 F.C. TAB.	أتوريزا 80/	ATORVASTATIN+EZETIMIBE	210.0		ANTIHYPERLIPIDEMIC.CHOLESTEROL ABSORPTION INHIBITORS.COMBINED WITH STATIN	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
ATORSTAT 10MG 14 F.C.TAB.	أتورستات	ATORVASTATIN	56.0		ANTIHYPERLIPIDEMIC.STATINS	DELTA PHARMA	ORAL.SOLID
ATORSTAT 20MG 14 SCORED TABS.	أتورستات 14 سكوريد	ATORVASTATIN	64.0		ANTIHYPERLIPIDEMIC.STATINS	DELTA PHARMA	ORAL.SOLID
ATORSTAT 40MG 14 BISCORED TABS.	أتورستات 14 بيسكوريد	ATORVASTATIN	76.0		ANTIHYPERLIPIDEMIC.STATINS	DELTA PHARMA	ORAL.SOLID
ATORSTAT 80MG 10 BISCORED TABS.	أتورستات 10 بيسكوريد	ATORVASTATIN	64.0		ANTIHYPERLIPIDEMIC.STATINS	DELTA PHARMA	ORAL.SOLID
ATOZET 10/10MG 30 F.C. TAB.	أتوزيت 10/	ATORVASTATIN+EZETIMIBE	666.0		ANTIHYPERLIPIDEMIC.CHOLESTEROL ABSORPTION INHIBITORS.COMBINED WITH STATIN	MERCK SHARP & DOHME	ORAL.SOLID
ATOZET 20/10MG 30 F.C. TAB.	أتوزيت 20/	ATORVASTATIN+EZETIMIBE	759.0		ANTIHYPERLIPIDEMIC.CHOLESTEROL ABSORPTION INHIBITORS.COMBINED WITH STATIN	MERCK SHARP & DOHME	ORAL.SOLID
ATOZET 40/10MG 30 F.C. TAB.	أتوزيت 40/	ATORVASTATIN+EZETIMIBE	807.0		ANTIHYPERLIPIDEMIC.CHOLESTEROL ABSORPTION INHIBITORS.COMBINED WITH STATIN	MERCK SHARP & DOHME	ORAL.SOLID
ATRABESYLATE 25 MG I.V. INJ. & INF. 5 AMPS.	أترابيسيلاتي . . &	ATRACURIUM BESYLATE	165.0		SKELETAL MUSCLE RELAXANT	ALEXANDRIA > EGYPHARMA-EGYPT	INJECTION
ATRABESYLATE 50 MG I.V. INJ. & INF. 5 AMPS.	أترابيسيلاتي . . &	ATRACURIUM BESYLATE	240.0		SKELETAL MUSCLE RELAXANT	ALEXANDRIA > EGYPHARMA-EGYPT	INJECTION
ATRACURIUM BESYLATE 25 MG/2.5ML (25MG) 5 AMPS.	أتراكوريوم بيسيلاتي /	ATRACURIUM BESYLATE	66.0		GENERAL ANESTHESIA	HOSPIRA INC.-UK > PFIZER	INJECTION
ATRACURIUM BESYLATE 25 MG/2.5ML (50MG) 5 AMPS.	أتراكوريوم بيسيلاتي /	ATRACURIUM BESYLATE	93.5		GENERAL ANESTHESIA	HOSPIRA INC.-UK > PFIZER	INJECTION
ATRACURIUM-HAMELN 10MG/ML (25MG) 50 AMP.	أتراكوريوم-هاميلن /مل	ATRACURIUM BESYLATE	806.0		SKELETAL MUSCLE RELAXANT	SUNNY MEDICAL > HAMELN PHARMACEUTICALS GMBH	INJECTION
ATRACURIUM-HAMELN 10MG/ML (50MG) 50 AMP.	أتراكوريوم-هاميلن /مل	ATRACURIUM BESYLATE	1206.0		SKELETAL MUSCLE RELAXANT	SUNNY MEDICAL > HAMELN PHARMACEUTICALS GMBH	INJECTION
ATROPINE 1% EYE DROPS 10 ML	أتروبيني 1% إيي	ATROPINE SULPHATE	13.0		ANTI-MUSCARINIC.ANTISPASMODIC	ORCHIDIA PHARMACEUTICAL INDUSTRIES	EYE
ATROPINE SULFATE 1MG/ML 100 I.V./I.M. AMP. (EL-NILE)	أتروبيني سولفاتي /مل 100 ./	ATROPINE SULPHATE	650.0		ANTI-DOTE	EL NILE.	INJECTION
ATROPINE SULPHATE 0.1% 6 AMP. (MEMPHIS)	أتروبيني سولفاتي 0.1%	ATROPINE SULPHATE	39.0		ANTI-DOTE	MEMPHIS	INJECTION
ATROPINE SULPHATE 1MG/ML 100 AMP. (CID)	أتروبيني سولفاتي /مل	ATROPINE SULPHATE	500.0		ANTI-MUSCARINIC.ANTISPASMODIC	CID	INJECTION
ATROPINE SULPHATE 1MG/ML 25 AMP. (MISR)	أتروبيني سولفاتي /مل	ATROPINE SULPHATE	162.5		ANTIMUSCARINIC	MISR	INJECTION
ATROVENT 250MCG/2ML 20 UNIT DOSE INH. VIAL.	أتروفينت / 20 أونيت دوسي إنه	IPRATROPIUM BROMIDE	286.0		ANTI-MUSCARINIC.ASTHMA	BOEHRINGER INGELHEIM	UNKNOWN
ATROVENT 500 MCG/2ML 20 UNIT DOSE INH. VIAL.	أتروفينت / 20 أونيت دوسي إنه	IPRATROPIUM BROMIDE	286.0		ANTI-MUSCARINIC.ASTHMA	BOEHRINGER INGELHEIM	UNKNOWN
ATROVENT COMB HFA 20/50 MCG 200 METERED DOSE INHALER	أتروفينت كومب هفا 20/ 200 ميتيريد دوسي	FENOTEROL HYDROBROMIDE+IPRATROPIUM BROMIDE	112.5		ANTI-MUSCARINIC.ASTHMA	BOEHRINGER INGELHEIM	UNKNOWN
ATROZEMB 10/10MG 30 F.C. TAB.	أتروزيمب 10/	ATORVASTATIN+EZETIMIBE	228.0		ANTIHYPERLIPIDEMIC.CHOLESTEROL ABSORPTION INHIBITORS.COMBINED WITH STATIN	LIPTIS	ORAL.SOLID
ATROZEMB 20/10MG 30 F.C. TAB.	أتروزيمب 20/	ATORVASTATIN+EZETIMIBE	228.0		ANTIHYPERLIPIDEMIC.CHOLESTEROL ABSORPTION INHIBITORS.COMBINED WITH STATIN	LIPTIS	ORAL.SOLID
ATROZEMB 40/10MG 30 F.C. TAB.	أتروزيمب 40/	ATORVASTATIN+EZETIMIBE	243.0		ANTIHYPERLIPIDEMIC.CHOLESTEROL ABSORPTION INHIBITORS.COMBINED WITH STATIN	LIPTIS	ORAL.SOLID
ATROZEMB 80/10MG 30 F.C. TAB.	أتروزيمب 80/	ATORVASTATIN+EZETIMIBE	282.0		ANTIHYPERLIPIDEMIC.CHOLESTEROL ABSORPTION INHIBITORS.COMBINED WITH STATIN	LIPTIS	ORAL.SOLID
ATSHI 10 F.C.TABS.	أتشي	LORATADINE+PARACETAMOL(ACETAMINOPHEN)+PSEUDOEPHEDRINE	26.0		COLD PRODUCTS	AL ROWAD PHARMACEUTICAL INDUSTRIAL CO.	ORAL.SOLID
ATTENSERA 18 MG 30 CAPS.	أتتينسيرا	ATOMOXETINE	162.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	MASH PREMIERE	ORAL.SOLID
ATTENSERA 25 MG 30 CAPS.	أتتينسيرا	ATOMOXETINE	246.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	MASH PREMIERE	ORAL.SOLID
ATTENSERA 40 MG 30 CAPS.	أتتينسيرا	ATOMOXETINE	306.0		ATTENTION-DEFICIT HYPERACTIVITY DISORDER	MASH PREMIERE	ORAL.SOLID
AUBAGIO 14 MG 28 TAB	أوباجيو	TERIFLUNOMIDE	16000.0		IMMUNOSUPPRESSANT	SANOFI WINTHROP > SANOFI	ORAL.SOLID
AUDAX EAR DROPS 10 ML	أوداكس إار	CHOLINE SALICYLATE+GLYCERIN	7.0		NSAID.ANALGESIC.ANTIBACTERIAL	PHARCO > MUNDIPHARMA	EAR
AUDICLEAN EAR CLEANSING WASH SPRAY 60ML	أوديكليان إار كليانسينج واش	ISOTONIC SEA WATER+BICARBONATES	110.0		EARWAX REMOVER	LE LABORATOIRE DE LA MAR- GOEMAR > STAR COMPANY	EAR
AUG-DERMA SILICON GEL 15 GM	أوج-ديرما سيليكون	CYCLOPENTASILOXAN+COCOA BUTTER+ALMOND OIL+AVOCADO OIL+BOSWELLA SERRATA EXT.+SHEA BUTTER	300.0		SCAR THERAPY	AUG PHARMA	TOPICAL
AUGICETAMIDE 1000 MG 10 SACHETS	أوجيسيتاميدي	PARACETAMOL(ACETAMINOPHEN)	40.0		ANTIPYRETIC	AUG PHARMA	EFF
AUGICETAMIDE 1000 MG 20 SACHETS	أوجيسيتاميدي	PARACETAMOL(ACETAMINOPHEN)	80.0		ANTIPYRETIC	AUG PHARMA	EFF
AUGICETAMIDE 250 MG 20 SACHETS	أوجيسيتاميدي	PARACETAMOL(ACETAMINOPHEN)	30.0		ANTIPYRETIC	AUG PHARMA	EFF
AUGICETAMIDE 500 MG 20 SACHETS	أوجيسيتاميدي	PARACETAMOL(ACETAMINOPHEN)	50.0		ANTIPYRETIC	AUG PHARMA	EFF
AUGIDACLA 60 MG 28 F.C. TABS.	أوجيداكلا	DACLATASVIR	120.0		ANTI-VIRAL	AUG PHARMA	ORAL.SOLID
AUGIPRIVIR 200 MG 40 CAPS.	أوجيبريفير	MOLNUPIRAVIR	624.0		ANTIVIRAL	AUG PHARMA	ORAL.SOLID
AUGISPOV 400MG 28 TABLETS	أوجيسبوف	SOFOSBUVIR	900.0		ANTI-VIRAL	AUG PHARMA	ORAL.SOLID
AUGMACILLIN 228.5 MG/5ML SUSP. 60 ML	أوجماسيللين /	AMOXICILLIN+CLAVULANIC ACID	32.5		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	MEPACO	ORAL.LIQUID
AUGMACILLIN 457MG/5ML SUSP. 60 ML	أوجماسيللين /	AMOXICILLIN+CLAVULANIC ACID	47.5		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	MEPACO	ORAL.LIQUID
AUGMENTIN 1.2G VIAL FOR I.V. INJ./INF.	أوجمينتين . ./	AMOXICILLIN+CLAVULANIC ACID	36.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	MUP > GLAXO SMITHKLINE	INJECTION
AUGMENTIN 375 MG 10 TABS.	أوجمينتين	AMOXICILLIN+CLAVULANIC ACID	36.8		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	MUP > SMITHKLINE BEECHAM	ORAL.SOLID
AUGMENTIN 457MG/5ML SUSP. 70 ML	أوجمينتين /	AMOXICILLIN+CLAVULANIC ACID	137.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	MUP > GLAXO SMITHKLINE	ORAL.LIQUID
AUGMENTIN 600 MG VIAL FOR I.V. INF.	أوجمينتين	AMOXICILLIN+CLAVULANIC ACID	20.75		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	MUP > SMITHKLINE BEECHAM	INJECTION
AUGMENTIN 62.5MG/ML INFANT DROPS 20 ML	أوجمينتين /مل إنفانت	AMOXICILLIN+CLAVULANIC ACID	86.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	GLAXO SMITHKLINE	ORAL.LIQUID
AUGMENTIN ADULTS 1GM/125MG 12 PWD. ORAL SUSP. SACHETS	أوجمينتين أدولتس / 12 بود. أورال . ساتشيتس	AMOXICILLIN+CLAVULANIC ACID	169.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	GLAXO SMITHKLINE	EFF
AUGMENTIN DUO 228MG/5ML SUSP. 70 ML	أوجمينتين دوو /	AMOXICILLIN+CLAVULANIC ACID	107.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	GLAXO SMITHKLINE	ORAL.LIQUID
AUGMENTIN ES-600 PD. FOR ORAL SUSP. 75 ML	أوجمينتين إس-600 بد. أورال	AMOXICILLIN+CLAVULANIC ACID	169.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	MUP > GLAXO SMITHKLINE	ORAL.LIQUID
AUGRAM 1 GM 14 F.C.TABS.	أوجرام	AMOXICILLIN+CLAVULANIC ACID	152.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	RAMEDA	ORAL.SOLID
AUGRAM 1 GM 7 F.C. TABS.	أوجرام	AMOXICILLIN+CLAVULANIC ACID	76.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	RAMEDA	ORAL.SOLID
AUGRAM 156.25 MG 20 CHEWABLE TABLETS	أوجرام 20 تشيوابلي	AMOXICILLIN+CLAVULANIC ACID	22.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	RAMEDA	ORAL.SOLID
AUGRAM 228.5 MG 10 CHEWABLE TABLETS	أوجرام 10 تشيوابلي	AMOXICILLIN+CLAVULANIC ACID	17.5		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	RAMEDA	ORAL.SOLID
AUGRAM 228.5 MG/5ML PD. FOR ORAL SUSP. 60 ML	أوجرام / بد. أورال	AMOXICILLIN+CLAVULANIC ACID	56.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	RAMEDA	ORAL.LIQUID
AUGRAM 312.5 MG 10 CHEWABLE TABS.	أوجرام 10 تشيوابلي	AMOXICILLIN+CLAVULANIC ACID	17.5		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	RAMEDA	ORAL.SOLID
AUGRAM 457 MG 10 CHEWABLE TABS.	أوجرام 10 تشيوابلي	AMOXICILLIN+CLAVULANIC ACID	28.5		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	RAMEDA	ORAL.SOLID
AUGRAM 457 MG/5ML PD. FOR ORAL SUSP. 60 ML	أوجرام / بد. أورال	AMOXICILLIN+CLAVULANIC ACID	67.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	RAMEDA	ORAL.LIQUID
AUGRAM 642.9 MG/5ML PD. FOR ORAL SUSP. 60 ML	أوجرام / بد. أورال	AMOXICILLIN+CLAVULANIC ACID	87.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	RAMEDA	ORAL.LIQUID
AUJED 625 MG 12 F.C. TAB.	أوجيد	AMOXICILLIN+CLAVULANIC ACID	19.2		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	SIGMA TEC > JEDCO INT. CO. FOR PHARMACEUTICALS	ORAL.SOLID
AURIER 10 SACHETS	أورير	GELATIN (COLLAGEN) HYDROLYSATE+VITAMIN C	100.0		ANTI-RHEUMATIC.OSTEOARTHRITIS.ANABOLIC AGENTS	PHARMAZAD > XTRA MED	EFF
AURITA CREAM 50 GM	أوريتا	SALICYLIC ACID+LIQUORICE EXTRACT+THYME OIL+CHAMOMILE OIL+TEA TREE OIL+ALOE-VERA EXTRACT+TOCOPHEROL	40.0		ANTI-ACNE	COSMOPACK > INFINITY PHARMA FOR PHARMACEUTICALS	TOPICAL
AVALON DIAPER CREAM 100 ML	أفالون ديابير	ZINC OXIDE+PANTHENOL+CETRIMIDE+EMULGIN B2+CASTOR OIL+OLIVE OIL+CETOSTEARYL ALCOHOL+PARAFFIN OIL+GLYC	120.0		SOOTHING TOPICAL	AVALON PHARMA > MEDICA PHARMA	TOPICAL
AVALOX 400MG 5 F.C. TAB.	أفالوكس	MOXIFLOXACIN	90.0		ANTIBIOTIC.QUINOLONE	BAYER SCHERING > BAYER HEALTHCARE	ORAL.SOLID
AVAMYS NASAL SPRAY 120 DOSES	أفاميس 120 دوسيس	FLUTICASONE FUROATE	160.0		BRONCHODILATOR.ANTI-INFLAMMATORY.GLUCOCORTICOID STEROID	GLAXO SMITHKLINE	SPRAY
AVANJOY 100 MG 4 TABS.	أفانجوي	AVANAFIL	26.0		SEXUAL TONIC	EVA PHARMA	ORAL.SOLID
AVANJOY 200 MG 4 TABS.	أفانجوي	AVANAFIL	43.0		SEXUAL TONIC	EVA PHARMA	ORAL.SOLID
AVANJOY 50 MG 4 TABS.	أفانجوي	AVANAFIL	16.0		SEXUAL TONIC	EVA PHARMA	ORAL.SOLID
AVANOSA BRANDY 30 ML SPRAY	أفانوسا براندي	ISOTONIC SEA WATER+HYALURONIC ACID+ALOE VERA EXTRACT+EUCALYPTUS+MENTHOL+PANTHENOL+VITAMIN A+VITAMIN E+PROPYLENE GLYCOL+GLYCERINE+ALLANTOIN	120.0		NASAL SPRAY	BRAND INTERNATIONAL FSC > ALICO PHARMA	SPRAY
AVASTIN 100MG/4ML I.V. VIAL	أفاستين /	BEVACIZUMAB	7056.0		ANTINEOPLASTIC	F.HOFFMAN LA ROCHE	INJECTION
AVASTIN 400MG/16ML I.V. VIAL	أفاستين /	BEVACIZUMAB	23529.0		ANTINEOPLASTIC	F.HOFFMAN LA ROCHE	INJECTION
AVASTING 100MG/4ML I.V. VIAL	أفاستينج /	BEVACIZUMAB	7056.0		ANTINEOPLASTIC	F.HOFFMAN LA ROCHE > GYPTO PHARMA	INJECTION
AVASTING 400MG/16ML I.V. VIAL	أفاستينج /	BEVACIZUMAB	23529.0		ANTINEOPLASTIC	F.HOFFMAN LA ROCHE > GYPTO PHARMA	INJECTION
AVAXIM 160ANTIGEN UNIT /0.5ML PREFILLED SYRINGE	أفاكسيم 160أنتيجين أونيت / بريفيلليد سيرينجي	VACCINE HEPATITIS A	110.0		VACCINE	SANOFI PASTEUR-FRANCE > ETIMEX-EGYPT	INJECTION
AVAXIM PEDIATRIC 80 ANTIGEN UNIT/0.5ML PREF.SYRINGE	أفاكسيم بيدياتريك 80 أنتيجين أونيت/ بريف.سيرينجي	VACCINE HEPATITIS A	252.0		VACCINE	SANOFI PASTEUR-FRANCE > ETIMEX-EGYPT	INJECTION
AVAZIR 0.3% EYE DROPS 10 ML	أفازير 0.3% إيي	TOBRAMYCIN	28.0		AMINOGLYCOSIDE ANTIBIOTIC	ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA	EYE
AVAZIR 0.3% EYE OINT. 5 GM	أفازير 0.3% إيي	TOBRAMYCIN	26.0		AMINOGLYCOSIDE ANTIBIOTIC	ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA	EYE
AVEROBIOS 642.9 MG/5 ML 60ML SUSP.	أفيروبيوس /	AMOXICILLIN+CLAVULANIC ACID	104.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	ARAB CAPS > AVERROES PHARMA-EGYPT	ORAL.LIQUID
AVEROBIOS 642.9 MG/5 ML 75ML SUSP.	أفيروبيوس /	AMOXICILLIN+CLAVULANIC ACID	118.0		PENICILLINS.PENICILLIN WITH B-LACTAMASE INHIBITOR	SIGMATEC > AVERROES PHARMA-EGYPT	ORAL.LIQUID
AVEROCOXIB 120 MG 10 F.C. TABS.	أفيروكوكسيب	ETORICOXIB	92.0		NSAID.SELECTIVE COX-2 INHIBITORS	AVERROES PHARMA	ORAL.SOLID
AVEROCOXIB 60 MG 30 F.C. TABS.	أفيروكوكسيب	ETORICOXIB	228.0		NSAID.SELECTIVE COX-2 INHIBITORS	AVERROES PHARMA	ORAL.SOLID
AVEROCOXIB 90 MG 20 F.C. TABS.	أفيروكوكسيب	ETORICOXIB	228.0		NSAID.SELECTIVE COX-2 INHIBITORS	AVERROES PHARMA	ORAL.SOLID
AVEROFAGE 15/500MG 30 F.C.TABS.	أفيروفاجي 15/	METFORMIN+PIOGLITAZONE	69.0		ANTI-DIABETIC.SENSITIZERS.COMBINED GLITAZONE +BIGUANIDE	AVERROES PHARMA-EGYPT	ORAL.SOLID
AVEROFAGE 15/850MG 30 F.C.TABS.	أفيروفاجي 15/	METFORMIN+PIOGLITAZONE	76.5		ANTI-DIABETIC.SENSITIZERS.COMBINED GLITAZONE +BIGUANIDE	AVERROES PHARMA-EGYPT	ORAL.SOLID
AVEROFECTAN 250MG/5ML SUSP. 60 ML	أفيروفيكتان /	CEFDINIR	32.0		ANTIBIOTIC.CEPHALOSPORIN.THIRD-GENERATION	SHIFA MEDICAL PRODUCTS > AVERROES PHARMA-EGYPT	ORAL.LIQUID
